Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years (Individuals Vaccinated),45-60 Years (Individuals Vaccinated),60+ Years (Individuals Vaccinated),Male (Individuals Vaccinated),Female (Individuals Vaccinated),Transgender (Individuals Vaccinated)
15/06/2021,Dadra and Nagar Haveli and Daman and Diu,278954,16822,64,252456,26498,,,,0,278954,0,87,,,,171868,59007,21418,164670,87740,46
16/06/2021,Dadra and Nagar Haveli and Daman and Diu,284862,16630,64,258254,26608,,,,0,284862,0,87,,,,177030,59548,21510,168510,89695,49
17/06/2021,Dadra and Nagar Haveli and Daman and Diu,290875,19560,63,264197,26678,,,,0,290875,0,87,,,,182479,59980,21569,172681,91465,51
18/06/2021,Dadra and Nagar Haveli and Daman and Diu,297644,21890,67,270889,26755,,,,12,297632,0,87,,,,188575,60512,21624,176901,93932,56
19/06/2021,Dadra and Nagar Haveli and Daman and Diu,308375,25304,70,281451,26924,,,,12,308363,0,87,,,,198255,61295,21703,184489,96905,57
20/06/2021,Dadra and Nagar Haveli and Daman and Diu,308704,5500,9,281761,26943,,,,12,308692,0,87,,,,198492,61359,21712,184697,97008,56
21/06/2021,Dadra and Nagar Haveli and Daman and Diu,317267,23225,70,290224,27043,,,,12,317255,0,87,,,,206126,62108,21789,190780,99388,56
22/06/2021,Dadra and Nagar Haveli and Daman and Diu,325006,23175,70,297701,27305,,,,12,324994,0,87,,,,212772,62822,21896,196202,101441,58
23/06/2021,Dadra and Nagar Haveli and Daman and Diu,332131,23897,72,304552,27579,,,,12,332119,0,87,,,,218778,63494,22058,201037,103454,61
24/06/2021,Dadra and Nagar Haveli and Daman and Diu,341048,24072,71,312751,28297,,,,12,341036,0,88,,,,225927,64359,22237,207083,105607,61
25/06/2021,Dadra and Nagar Haveli and Daman and Diu,358072,36957,78,328407,29665,234322,123685,65,12,358060,0,89,247689,77714,32669,,,,,,
26/06/2021,Dadra and Nagar Haveli and Daman and Diu,373369,37487,74,341459,31910,244985,128310,74,12,373357,0,89,259413,80739,33217,,,,,,
27/06/2021,Dadra and Nagar Haveli and Daman and Diu,379687,36136,65,346721,32966,248944,130667,76,12,379675,0,89,264143,82077,33467,,,,,,
28/06/2021,Dadra and Nagar Haveli and Daman and Diu,395486,40800,78,359960,35526,259477,135924,85,12,395474,0,97,275642,85639,34205,,,,,,
29/06/2021,Dadra and Nagar Haveli and Daman and Diu,410791,42898,76,372906,37885,270270,140429,92,12,410779,0,97,287201,88760,34830,,,,,,
30/06/2021,Dadra and Nagar Haveli and Daman and Diu,427328,47482,72,387093,40235,281770,145461,97,12,427316,0,98,299875,92101,35352,,,,,,
01/07/2021,Dadra and Nagar Haveli and Daman and Diu,440380,57072,69,397956,42424,291173,149108,99,12,440368,0,99,309548,95012,35820,,,,,,
02/07/2021,Dadra and Nagar Haveli and Daman and Diu,452556,48502,67,407860,44696,299862,152594,100,12,452544,0,106,318307,97928,36321,,,,,,
03/07/2021,Dadra and Nagar Haveli and Daman and Diu,466349,52897,68,418716,47633,309600,156646,103,12,466337,0,106,328062,101390,36897,,,,,,
04/07/2021,Dadra and Nagar Haveli and Daman and Diu,470444,42737,59,422031,48413,312401,157939,104,12,470432,0,106,330921,102415,37108,,,,,,
05/07/2021,Dadra and Nagar Haveli and Daman and Diu,480984,47156,68,430117,50867,319716,161162,106,12,480972,0,106,338177,105079,37728,,,,,,
06/07/2021,Dadra and Nagar Haveli and Daman and Diu,490259,45470,64,437350,52909,326107,164043,109,12,490247,0,114,344570,107455,38234,,,,,,
07/07/2021,Dadra and Nagar Haveli and Daman and Diu,498827,46520,65,444220,54607,331972,166745,110,12,498815,0,116,350504,109615,38708,,,,,,
08/07/2021,Dadra and Nagar Haveli and Daman and Diu,507064,47662,64,450935,56129,337707,169246,111,12,507052,0,116,356350,111545,39169,,,,,,
09/07/2021,Dadra and Nagar Haveli and Daman and Diu,515931,50910,64,458057,57874,343939,171880,112,12,515919,0,116,362830,113545,39556,,,,,,
10/07/2021,Dadra and Nagar Haveli and Daman and Diu,526065,49621,66,466297,59768,351033,174917,115,12,526053,0,116,370335,115772,39958,,,,,,
11/07/2021,Dadra and Nagar Haveli and Daman and Diu,529280,40610,62,468945,60335,353163,176001,116,12,529268,0,116,372678,116484,40118,,,,,,
12/07/2021,Dadra and Nagar Haveli and Daman and Diu,537625,42940,62,476046,61579,359053,178454,118,12,537613,0,116,378872,118277,40476,,,,,,
13/07/2021,Dadra and Nagar Haveli and Daman and Diu,545506,43365,61,482903,62603,364526,180860,120,12,545494,0,116,384960,119779,40767,,,,,,
14/07/2021,Dadra and Nagar Haveli and Daman and Diu,556914,42755,63,493223,63691,372222,184570,122,12,556902,0,116,391169,124071,41674,,,,,,
15/07/2021,Dadra and Nagar Haveli and Daman and Diu,563640,41052,61,499125,64515,376939,186577,124,12,563628,0,116,396295,125403,41942,,,,,,
16/07/2021,Dadra and Nagar Haveli and Daman and Diu,571175,41293,61,505750,65425,382145,188904,126,12,571163,0,129,402117,126841,42217,,,,,,
17/07/2021,Dadra and Nagar Haveli and Daman and Diu,577408,41360,61,510853,66555,386397,190885,126,12,577396,0,129,406752,128186,42470,,,,,,
18/07/2021,Dadra and Nagar Haveli and Daman and Diu,578466,37270,58,511641,66825,387099,191241,126,12,578454,0,129,407485,128454,42527,,,,,,
19/07/2021,Dadra and Nagar Haveli and Daman and Diu,582330,40437,62,514780,67550,389785,192418,127,12,582318,0,132,410318,129305,42707,,,,,,
20/07/2021,Dadra and Nagar Haveli and Daman and Diu,586391,39926,61,518038,68353,392612,193652,127,12,586379,0,132,413272,130223,42896,,,,,,
21/07/2021,Dadra and Nagar Haveli and Daman and Diu,589138,36260,68,520184,68954,394463,194548,127,12,589126,0,133,415324,130776,43038,,,,,,
22/07/2021,Dadra and Nagar Haveli and Daman and Diu,593122,35700,68,523395,69727,397170,195824,128,12,593110,0,133,418233,131624,43265,,,,,,
23/07/2021,Dadra and Nagar Haveli and Daman and Diu,597203,35200,67,526635,70568,400018,197055,130,12,597191,0,133,421295,132429,43479,,,,,,
24/07/2021,Dadra and Nagar Haveli and Daman and Diu,601578,35450,67,530226,71352,402953,198495,130,12,601566,0,133,424566,133355,43657,,,,,,
25/07/2021,Dadra and Nagar Haveli and Daman and Diu,602615,32850,64,531096,71519,403657,198828,130,12,602603,0,133,425354,133558,43703,,,,,,
26/07/2021,Dadra and Nagar Haveli and Daman and Diu,606626,36259,68,534491,72135,406410,200085,131,34,606592,0,133,428298,134393,43935,,,,,,
27/07/2021,Dadra and Nagar Haveli and Daman and Diu,611269,37075,67,538600,72669,409482,201656,131,34,611235,0,133,431871,135220,44178,,,,,,
28/07/2021,Dadra and Nagar Haveli and Daman and Diu,615500,0,0,542326,73174,412281,203087,132,34,615466,0,133,435091,136019,44390,,,,,,
29/07/2021,Dadra and Nagar Haveli and Daman and Diu,619866,36820,67,546225,73641,415024,204709,133,34,619832,0,133,438467,136774,44625,,,,,,
30/07/2021,Dadra and Nagar Haveli and Daman and Diu,624332,36100,67,550157,74175,417996,206203,133,34,624298,0,138,441878,137626,44828,,,,,,
31/07/2021,Dadra and Nagar Haveli and Daman and Diu,629887,37760,71,555117,74770,421642,208110,135,35,629852,0,138,446346,138496,45045,,,,,,
01/08/2021,Dadra and Nagar Haveli and Daman and Diu,632753,25800,62,557791,74962,423639,208980,134,47,632706,0,138,447990,139470,45293,,,,,,
02/08/2021,Dadra and Nagar Haveli and Daman and Diu,636961,33540,73,561594,75367,426538,210288,135,47,636914,0,138,451423,140071,45467,,,,,,
03/08/2021,Dadra and Nagar Haveli and Daman and Diu,641218,43740,66,565492,75726,429382,211701,135,47,641171,0,138,454826,140704,45688,,,,,,
04/08/2021,Dadra and Nagar Haveli and Daman and Diu,644843,44930,67,568728,76115,431733,212975,135,47,644796,0,141,457651,141338,45854,,,,,,
05/08/2021,Dadra and Nagar Haveli and Daman and Diu,648979,44250,66,572257,76722,434412,214431,136,47,648932,0,141,460968,141976,46035,,,,,,
06/08/2021,Dadra and Nagar Haveli and Daman and Diu,653596,45870,66,576155,77441,437429,216032,135,47,653549,0,141,464737,142646,46213,,,,,,
07/08/2021,Dadra and Nagar Haveli and Daman and Diu,659199,46720,67,580287,78912,440923,218140,136,47,659152,0,141,469335,143414,46450,,,,,,
08/08/2021,Dadra and Nagar Haveli and Daman and Diu,659199,46720,67,580287,78912,440923,218140,136,47,659152,0,141,469335,143414,46450,,,,,,
09/08/2021,Dadra and Nagar Haveli and Daman and Diu,660860,38680,61,581361,79499,441897,218827,136,47,660813,0,141,470655,143667,46538,,,,,,
10/08/2021,Dadra and Nagar Haveli and Daman and Diu,665221,47210,70,584370,80851,444656,220429,136,47,665174,0,142,474123,144345,46753,,,,,,
11/08/2021,Dadra and Nagar Haveli and Daman and Diu,669560,45100,67,587642,81918,447463,221960,137,47,669513,0,142,477631,144973,46956,,,,,,
12/08/2021,Dadra and Nagar Haveli and Daman and Diu,677971,45485,68,593207,84764,452843,224989,139,47,677924,0,142,484627,146051,47293,,,,,,
13/08/2021,Dadra and Nagar Haveli and Daman and Diu,682451,44090,66,595672,86779,455820,226492,139,47,682404,0,142,488458,146566,47427,,,,,,
14/08/2021,Dadra and Nagar Haveli and Daman and Diu,688801,47160,68,598380,90421,459960,228702,139,47,688754,0,142,494108,147130,47563,,,,,,
15/08/2021,Dadra and Nagar Haveli and Daman and Diu,689509,38120,61,598496,91013,460369,229001,139,47,689462,0,0,494773,147164,47572,,,,,,
16/08/2021,Dadra and Nagar Haveli and Daman and Diu,693814,46860,67,600183,93631,463240,230434,140,47,693767,0,0,498537,147607,47670,,,,,,
17/08/2021,Dadra and Nagar Haveli and Daman and Diu,698856,46160,69,602325,96531,466590,232125,141,47,698809,0,0,502949,148096,47811,,,,,,
18/08/2021,Dadra and Nagar Haveli and Daman and Diu,703088,48785,68,603839,99249,469414,233532,142,47,703041,0,0,506688,148487,47913,,,,,,
19/08/2021,Dadra and Nagar Haveli and Daman and Diu,706809,47070,68,605003,101806,471922,234744,143,47,706762,0,142,510011,148789,48009,,,,,,
20/08/2021,Dadra and Nagar Haveli and Daman and Diu,711118,47780,69,606106,105012,474919,236055,144,47,711071,0,0,513921,149112,48085,,,,,,
21/08/2021,Dadra and Nagar Haveli and Daman and Diu,716965,48455,70,607352,109613,479149,237672,144,47,716918,0,0,519215,149554,48196,,,,,,
22/08/2021,Dadra and Nagar Haveli and Daman and Diu,716992,39000,59,607377,109615,479170,237678,144,47,716945,0,141,519238,149558,48196,,,,,,
23/08/2021,Dadra and Nagar Haveli and Daman and Diu,722445,48655,68,608777,113668,482737,239563,145,47,722398,0,141,524105,150017,48323,,,,,,
24/08/2021,Dadra and Nagar Haveli and Daman and Diu,727794,48245,68,609984,117810,486194,241451,149,47,727747,0,142,528916,150462,48416,,,,,,
25/08/2021,Dadra and Nagar Haveli and Daman and Diu,732725,48010,68,611213,121512,489470,243106,149,47,732678,0,142,533288,150919,48518,,,,,,
26/08/2021,Dadra and Nagar Haveli and Daman and Diu,736921,48250,68,612107,124814,492239,244533,149,47,736874,0,142,537009,151311,48601,,,,,,
27/08/2021,Dadra and Nagar Haveli and Daman and Diu,742367,48560,69,613529,128838,495755,246461,151,47,742320,0,142,541843,151800,48724,,,,,,
28/08/2021,Dadra and Nagar Haveli and Daman and Diu,749905,48285,67,614974,134931,501039,248714,152,47,749858,0,142,548716,152387,48802,,,,,,
29/08/2021,Dadra and Nagar Haveli and Daman and Diu,750837,38990,61,615190,135647,501612,249073,152,47,750790,0,142,549550,152464,48823,,,,,,
30/08/2021,Dadra and Nagar Haveli and Daman and Diu,754668,46700,64,616318,138350,504356,250159,153,47,754621,0,142,552980,152798,48890,,,,,,
31/08/2021,Dadra and Nagar Haveli and Daman and Diu,758329,48080,69,617182,141147,506854,251321,154,47,758282,0,142,556266,153107,48956,,,,,,
01/09/2021,Dadra and Nagar Haveli and Daman and Diu,762621,41130,57,618195,144426,509630,252837,154,47,762574,0,142,560096,153491,49034,,,,,,
02/09/2021,Dadra and Nagar Haveli and Daman and Diu,767369,41210,57,619315,148054,512869,254346,154,47,767322,0,142,564337,153917,49115,,,,,,
03/09/2021,Dadra and Nagar Haveli and Daman and Diu,772757,41130,57,620459,152298,516597,256006,154,47,772710,0,142,569227,154339,49191,,,,,,
04/09/2021,Dadra and Nagar Haveli and Daman and Diu,780232,41570,57,621571,158661,521577,258498,157,47,780185,0,142,576090,154862,49280,,,,,,
05/09/2021,Dadra and Nagar Haveli and Daman and Diu,780836,30600,47,621727,159109,521943,258736,157,47,780789,0,142,576641,154905,49290,,,,,,
06/09/2021,Dadra and Nagar Haveli and Daman and Diu,786579,41310,56,622932,163647,526040,260381,158,47,786532,0,142,581819,155369,49391,,,,,,
07/09/2021,Dadra and Nagar Haveli and Daman and Diu,791497,41930,58,624022,167475,529382,261957,158,48,791449,0,142,586220,155789,49488,,,,,,
08/09/2021,Dadra and Nagar Haveli and Daman and Diu,795034,41420,58,624779,170255,531824,263052,158,48,794986,0,142,589392,156088,49554,,,,,,
09/09/2021,Dadra and Nagar Haveli and Daman and Diu,800382,41740,57,625824,174558,535958,264265,159,48,800334,0,142,594288,156487,49607,,,,,,
10/09/2021,Dadra and Nagar Haveli and Daman and Diu,801965,30640,48,626220,175745,537187,264619,159,48,801917,0,142,595716,156623,49626,,,,,,
11/09/2021,Dadra and Nagar Haveli and Daman and Diu,808401,43570,56,627250,181151,541504,266737,160,48,808353,0,142,601594,157121,49686,,,,,,
12/09/2021,Dadra and Nagar Haveli and Daman and Diu,808956,35260,54,627358,181598,541853,266943,160,48,808908,0,0,602098,157166,49692,,,,,,
13/09/2021,Dadra and Nagar Haveli and Daman and Diu,813330,46000,62,628058,185272,545050,268120,160,48,813282,0,142,606097,157488,49745,,,,,,
14/09/2021,Dadra and Nagar Haveli and Daman and Diu,818079,46770,64,628888,189191,548303,269615,161,48,818031,0,142,610393,157877,49809,,,,,,
15/09/2021,Dadra and Nagar Haveli and Daman and Diu,823408,46115,63,629843,193565,551797,271448,163,48,823360,0,143,615195,158316,49897,,,,,,
16/09/2021,Dadra and Nagar Haveli and Daman and Diu,829922,46310,65,631042,198880,556098,273658,166,48,829874,0,143,621104,158835,49983,,,,,,
17/09/2021,Dadra and Nagar Haveli and Daman and Diu,847354,58115,72,634732,212622,567509,279677,168,48,847306,0,143,636760,160366,50228,,,,,,
18/09/2021,Dadra and Nagar Haveli and Daman and Diu,851357,45590,61,635059,216298,570261,280925,171,48,851309,0,144,640444,160642,50271,,,,,,
19/09/2021,Dadra and Nagar Haveli and Daman and Diu,852026,34600,51,635180,216846,570666,281189,171,48,851978,0,143,641058,160685,50283,,,,,,
20/09/2021,Dadra and Nagar Haveli and Daman and Diu,859321,45561,63,636358,222963,575525,283624,172,48,859273,0,143,647526,161394,50401,,,,,,
21/09/2021,Dadra and Nagar Haveli and Daman and Diu,867015,45940,62,637598,229417,580882,285959,174,48,866967,0,143,654374,162097,50544,,,,,,
22/09/2021,Dadra and Nagar Haveli and Daman and Diu,873394,44630,61,638610,234784,584791,288426,177,48,873346,0,143,660008,162743,50643,,,,,,
23/09/2021,Dadra and Nagar Haveli and Daman and Diu,880802,45890,63,639885,240917,589853,290770,179,48,880754,0,143,666553,163443,50806,,,,,,
24/09/2021,Dadra and Nagar Haveli and Daman and Diu,888381,44490,60,640953,247428,595102,293098,181,48,888333,0,143,673253,164198,50930,,,,,,
25/09/2021,Dadra and Nagar Haveli and Daman and Diu,897693,45380,61,642216,255477,601541,295968,184,48,897645,0,143,681646,164987,51060,,,,,,
26/09/2021,Dadra and Nagar Haveli and Daman and Diu,898429,35200,52,642337,256092,602003,296242,184,48,898381,0,143,682316,165044,51069,,,,,,
27/09/2021,Dadra and Nagar Haveli and Daman and Diu,905521,44240,60,643398,262123,606896,298441,184,48,905473,0,143,688479,165827,51215,,,,,,
28/09/2021,Dadra and Nagar Haveli and Daman and Diu,912127,46320,62,644388,267739,611683,300256,188,48,912079,0,146,694316,166485,51326,,,,,,
29/09/2021,Dadra and Nagar Haveli and Daman and Diu,916466,40310,61,645092,271374,614810,301467,189,48,916418,0,146,698160,166880,51426,,,,,,
30/09/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
01/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
02/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
03/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
04/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
05/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
06/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
07/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
08/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
09/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
10/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
11/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
12/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
13/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
14/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
15/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
16/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
17/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
18/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
19/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
20/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
21/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
22/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
23/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
24/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
25/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
26/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
27/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
28/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
29/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
30/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
31/10/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,,,,
16/01/2021,Delhi,892,91,81,892,0,,,,33,859,,,,,,,,,525,367,0
17/01/2021,Delhi,1005,288,81,1005,0,,,,36,969,,,,,,,,,603,402,0
18/01/2021,Delhi,1366,347,82,1366,0,,,,46,1320,,,,,,,,,840,526,0
19/01/2021,Delhi,3041,357,83,3041,0,,,,164,2877,,,,,,,,,1837,1204,0
20/01/2021,Delhi,3041,456,84,3041,0,,,,164,2877,,,,,,,,,1837,1204,0
21/01/2021,Delhi,5308,528,84,5308,0,,,,264,5044,,,,,,,,,2975,2333,0
22/01/2021,Delhi,5331,562,84,5331,0,,,,264,5067,,,,,,,,,2994,2337,0
23/01/2021,Delhi,12312,638,84,12312,0,,,,550,11762,,,,,,,,,6644,5668,0
24/01/2021,Delhi,12614,648,84,12614,0,,,,558,12056,,,,,,,,,6808,5806,0
25/01/2021,Delhi,20373,690,84,20373,0,,,,983,19390,,,,,,,,,10941,9432,0
26/01/2021,Delhi,20427,745,88,20427,0,,,,983,19444,,,,,,,,,10958,9469,0
27/01/2021,Delhi,27603,859,109,27603,0,,,,1334,26269,,,,,,,,,14895,12708,0
28/01/2021,Delhi,35881,961,109,35881,0,,,,1785,34096,,,,,,,,,19361,16520,0
29/01/2021,Delhi,35937,1022,109,35937,0,,,,1787,34150,,,,,,,,,19388,16549,0
30/01/2021,Delhi,44758,1078,111,44758,0,,,,2174,42584,,,,,,,,,23969,20789,0
31/01/2021,Delhi,44840,1119,111,44840,0,,,,2176,42664,,,,,,,,,24023,20817,0
01/02/2021,Delhi,52760,1323,183,52760,0,,,,2640,50120,,,,,,,,,28237,24523,0
02/02/2021,Delhi,62086,1565,185,62086,0,,,,3869,58217,,,,,,,,,33295,28791,0
03/02/2021,Delhi,69462,1800,185,69462,0,,,,4863,64599,,,,,,,,,37191,32271,0
04/02/2021,Delhi,78948,2001,186,78948,0,,,,5969,72979,,,,,,,,,42617,36331,0
05/02/2021,Delhi,88045,2226,186,88045,0,,,,6990,81055,,,,,,,,,47686,40359,0
06/02/2021,Delhi,97492,2335,186,97492,0,,,,7983,89509,,,,,,,,,53760,43732,0
07/02/2021,Delhi,97495,2404,186,97495,0,,,,7983,89512,,,,,,,,,53761,43734,0
08/02/2021,Delhi,107116,2634,187,107116,0,,,,9413,97703,,,,,,,,,60642,46474,0
09/02/2021,Delhi,119917,2884,187,119917,0,,,,11440,108477,,,,,,,,,70521,49393,3
10/02/2021,Delhi,134600,3193,259,134600,0,,,,13731,120869,,,,,,,,,82321,52270,9
11/02/2021,Delhi,150348,3511,263,150348,0,,,,16941,133407,,,,,,,,,95078,55255,15
12/02/2021,Delhi,164976,3832,266,164976,0,,,,19955,145021,,,,,,,,,106900,58057,19
13/02/2021,Delhi,180141,4045,266,178174,1967,,,,22509,155665,,,,,,,,,117328,60826,20
14/02/2021,Delhi,180143,4153,274,178176,1967,,,,22510,155666,,,,,,,,,117330,60826,20
15/02/2021,Delhi,197031,4496,304,192891,4140,,,,25669,167222,,,,,,,,,128980,63887,24
16/02/2021,Delhi,214273,4905,311,207447,6826,,,,28598,178849,,,,,,,,,140385,67026,36
17/02/2021,Delhi,231544,5293,313,223511,8033,,,,32389,191122,,,,,,,,,153075,70390,46
18/02/2021,Delhi,252843,5643,314,241096,11747,,,,38030,203066,,,,,,,,,168106,72928,62
19/02/2021,Delhi,283629,6057,318,270025,13604,,,,43994,226031,,,,,,,,,189330,80618,77
20/02/2021,Delhi,309410,6263,319,291137,18273,,,,49981,241156,,,,,,,,,205007,86047,83
21/02/2021,Delhi,309419,6404,319,291146,18273,,,,49981,241165,,,,,,,,,205016,86047,83
22/02/2021,Delhi,336544,6802,325,312680,23864,,,,56177,256503,,,,,,,,,221784,90810,86
23/02/2021,Delhi,356662,7190,329,330559,26103,,,,60898,269661,,,,,,,,,235887,94578,94
24/02/2021,Delhi,375038,7603,329,344481,30557,,,,64670,279811,,,,,,,,,246901,97485,95
25/02/2021,Delhi,393471,7985,330,357350,36121,,,,68484,288866,,,,,,,,,256955,100290,105
26/02/2021,Delhi,406431,8089,330,367699,38732,,,,71286,296413,,,,,,,,,264730,102860,109
27/02/2021,Delhi,406431,8089,330,367699,38732,,,,71286,296413,,,,,,,,,264730,102860,109
28/02/2021,Delhi,406431,8095,330,367699,38732,,,,71286,296413,,,,,,,,,264730,102860,109
01/03/2021,Delhi,406431,14383,335,367699,38732,,,,71286,296413,,,,,,,,,264730,102860,109
02/03/2021,Delhi,428377,15670,373,383386,44991,,,,75701,307685,,,,,,,,,275223,108053,110
03/03/2021,Delhi,443842,16429,428,394019,49823,,,,79096,314923,,,,,,,,,282017,111891,111
04/03/2021,Delhi,460312,19900,442,405213,55099,,,,82300,322913,,,,,,,,,289098,116004,111
05/03/2021,Delhi,475589,24007,447,414969,60620,,,,85019,329950,,,,,,,,,295038,119819,112
06/03/2021,Delhi,495154,25956,471,426890,68264,,,,88221,338669,,,,,,,,,301985,124793,112
07/03/2021,Delhi,495243,26327,490,426957,68286,,,,88270,338687,,,,,,,,,302019,124826,112
08/03/2021,Delhi,516188,28113,494,440429,75759,,,,91856,348573,,,,,,,,,310101,130214,114
09/03/2021,Delhi,480051,53100,453,395281,84770,,,,100014,379958,,,,,,,,,337074,142863,114
10/03/2021,Delhi,498624,46205,380,405377,93247,,,,103968,394577,,,,,,,,,349344,149166,114
11/03/2021,Delhi,516448,54400,463,415349,101099,,,,108226,408141,,,,,,,,,361846,154488,114
12/03/2021,Delhi,535790,46800,388,425063,110727,,,,112680,423028,,,,,,,,,374607,161069,114
13/03/2021,Delhi,560366,58300,499,438850,121516,,,,118514,441769,,,,,,,,,390609,169642,115
